0ee19825-3a74-40cb-83ca-045777303294,13.125,POINT(3.8793329 43.6053862),2018-12-19 10:30:35+00,2018-12-19 11:58:23+00,142423,WORK
0dd1d552-17cf-499f-85ab-6dd513071f58,13.125,POINT(3.8793329 43.6053862),2018-12-19 10:30:35+00,2018-12-19 11:58:23+00,142423,WORK
d6868e16-00fe-46dd-b6a6-195419bb94ba,13.308,POINT(3.8786163 43.6046202),2018-12-19 12:01:16+00,2018-12-19 12:16:32+00,,
1b4e9fab-6b87-4cec-9c2b-2b2cd935840c,13.308,POINT(3.8786163 43.6046202),2018-12-19 12:01:16+00,2018-12-19 12:16:32+00,,
0f870c4d-3f9b-4c51-bc6e-ca46f36b9110,13.38,POINT(3.8783947 43.6047007),2018-12-19 12:18:32+00,2018-12-19 12:59:16+00,,
d4ae3cdb-286b-4109-99e4-56f66208f8b0,13.38,POINT(3.8783947 43.6047007),2018-12-19 12:18:32+00,2018-12-19 12:59:16+00,,
640c5635-a084-4005-ae56-849ad5c87d33,12.848,POINT(3.8793178 43.6053899),2018-12-19 13:04:01+00,2018-12-19 17:08:48+00,142423,WORK
0252f951-ac93-487a-aeb6-35a467339b0f,12.848,POINT(3.8793178 43.6053899),2018-12-19 13:04:01+00,2018-12-19 17:08:48+00,142423,WORK
46b6ed15-e81c-4f86-86f6-8bbf083b3c43,13.278,POINT(3.8788406 43.6018223),2018-12-19 17:16:22+00,2018-12-19 17:17:38+00,142425,HOME
3ea1d944-7be1-4e23-bd65-537eb8b5239c,13.278,POINT(3.8788406 43.6018223),2018-12-19 17:16:22+00,2018-12-19 17:17:38+00,142425,HOME
85737c4c-5594-4d52-88f0-9028dd0f6c2a,13.029,POINT(3.8786065 43.601768),2018-12-19 17:19:22+00,2018-12-19 18:07:57+00,142425,HOME
621cd073-b830-4c1b-9d93-fa2ddf19bfa9,13.029,POINT(3.8786065 43.601768),2018-12-19 17:19:22+00,2018-12-19 18:07:57+00,142425,HOME
5ec68188-4cba-4642-a58c-9df83da759cf,13.337,POINT(3.8754805 43.6152503),2018-12-19 18:25:43+00,2018-12-19 18:27:41+00,,
ff6e1eef-e632-42c0-999f-e5aaa1753347,13.337,POINT(3.8754805 43.6152503),2018-12-19 18:25:43+00,2018-12-19 18:27:41+00,,
053a37cc-d643-4ffb-9692-e8abc9907fb2,13.752,POINT(3.8432644 43.6316978),2018-12-19 18:40:40+00,2018-12-19 18:41:41+00,,
067553d8-a64b-48fb-9335-106dfa13d333,13.752,POINT(3.8432644 43.6316978),2018-12-19 18:40:40+00,2018-12-19 18:41:41+00,,
83eeb550-bea6-4644-a7b3-556389116228,15.816,POINT(3.8333377 43.6344735),2018-12-19 18:42:46+00,2018-12-19 18:44:42+00,,
f1a73ab4-aed1-44f9-b362-c4ca0236fb55,15.816,POINT(3.8333377 43.6344735),2018-12-19 18:42:46+00,2018-12-19 18:44:42+00,,
2bfa77a2-412a-4005-b689-0882dcbead9f,47.465,POINT(3.8162709 43.6282389),2018-12-19 18:51:42+00,2018-12-19 22:07:12+00,,
0ed2dcb6-d754-46bc-a191-a1c86183633a,47.465,POINT(3.8162709 43.6282389),2018-12-19 18:51:42+00,2018-12-19 22:07:12+00,,
a1b5baf5-f1a8-4d05-a18c-a5a5cbc41b9b,25.265,POINT(3.8173361 43.6271605),2018-12-19 22:09:14+00,2018-12-19 22:14:45+00,,
4aa11e8d-5b5c-4c77-9224-a519dd36273f,25.265,POINT(3.8173361 43.6271605),2018-12-19 22:09:14+00,2018-12-19 22:14:45+00,,
683c6dd7-8964-46ec-9a72-1c226f27cc68,46.388,POINT(3.8200231 43.6309361),2018-12-19 22:16:56+00,2018-12-19 22:20:15+00,,
ae018869-153d-4c1f-a8dc-a46c540a635a,46.388,POINT(3.8200231 43.6309361),2018-12-19 22:16:56+00,2018-12-19 22:20:15+00,,
aca4caca-c477-4e78-ae97-b0f72f6164c8,52.4,POINT(3.8288631 43.6391932),2018-12-19 22:21:17+00,2018-12-19 22:22:17+00,,
cc377549-2f9c-4396-943c-a37f31af71f2,52.4,POINT(3.8288631 43.6391932),2018-12-19 22:21:17+00,2018-12-19 22:22:17+00,,
a1b698b6-2e8e-4304-9314-817cbad1122d,21.44,POINT(3.8311287 43.636655),2018-12-19 22:23:21+00,2018-12-19 22:24:20+00,,
c49649e3-f380-44e7-bc3c-d7aa733e19c8,21.44,POINT(3.8311287 43.636655),2018-12-19 22:23:21+00,2018-12-19 22:24:20+00,,
73f0b936-df38-4c17-bff5-afba83503a9f,56.1,POINT(3.8482742 43.6341243),2018-12-19 22:28:17+00,2018-12-19 22:29:20+00,,
56913f50-0637-487a-964e-e25a43d595a6,56.1,POINT(3.8482742 43.6341243),2018-12-19 22:28:17+00,2018-12-19 22:29:20+00,,
ed091bb8-c0fc-48a2-9655-31c6cd5f072c,30.681,POINT(3.8682181 43.6225419),2018-12-19 22:34:18+00,2018-12-19 22:35:21+00,,
6276092c-418e-4e20-ae3e-e10ba906993f,30.681,POINT(3.8682181 43.6225419),2018-12-19 22:34:18+00,2018-12-19 22:35:21+00,,
2dd604a5-609d-4859-ba0f-106e99c19950,12.401,POINT(3.8785957 43.6017593),2018-12-19 22:52:33+00,2018-12-20 08:32:44+00,142425,HOME
df05df99-12bf-41d3-b863-cfeb6bc9ddcd,12.401,POINT(3.8785957 43.6017593),2018-12-19 22:52:33+00,2018-12-20 08:32:44+00,142425,HOME
1133a3cc-7ef3-46b3-8075-4ca3e6699190,42.025,POINT(3.8796537 43.6044673),2018-12-20 08:39:59+00,2018-12-20 08:41:02+00,,
51768d1a-b2fb-4853-a6d4-0f3f23b62ee8,42.025,POINT(3.8796537 43.6044673),2018-12-20 08:39:59+00,2018-12-20 08:41:02+00,,
12bc7438-46d3-4689-b847-01026b0d0450,12.891,POINT(3.8792979 43.6053876),2018-12-20 08:42:08+00,2018-12-20 12:13:35+00,142423,WORK
